scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,middle,middle,tail,tail,head,head,middle,middle,tail,tail,cup_h,cup_h,cup_m,cup_m,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_t,pitcher_t,tap_h,tap_h,tap_m,tap_m,tap_t,tap_t
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
123,,,1.0269710090992208,0.9990000128746033,0.6246594139747327,1.0,,,,,,,,,,,,,1.5408233422070317,1.0,1.8891014963788482,1.0,3.144173707376723,1.0,3.124608217111274,0.9909999966621399,3.0431844556883707,0.9980000257492065,2.9839017749782255,0.9909999966621399
124,,,4.1275614550330575,0.9990000128746033,2.6594523318638323,1.0,,,,,,,3.272164214346797,1.0,3.3149373556285733,1.0,1.5842434201095603,1.0,1.276565186059861,1.0,2.6767146234385883,0.9959999918937683,2.364634903022864,1.0,4.561637898226013,0.9940000176429749,4.269354322412459,0.9980000257492065,5.7077719665106095,0.9950000047683716
125,,,5.556198056804291,0.996999979019165,2.2183932983307386,1.0,,,,,,,2.3532600249648574,1.0,0.947600021708797,1.0,1.6658991810232542,1.0,0.40506254266871694,1.0,1.0621025979455903,0.9959999918937683,3.752968227343189,0.996999979019165,1.1230610609040281,0.9950000047683716,5.1872855250119505,0.996999979019165,1.5770456190105357,0.9959999918937683
126,,,6.446152954824527,0.996999979019165,2.4512064004538514,1.0,,,,,,,3.4320190074573977,1.0,2.156548847522512,0.9990000128746033,1.0321144066699588,1.0,3.0891060610502046,1.0,4.522732753464811,0.996999979019165,1.3394827678924905,0.9990000128746033,2.4131524414756713,0.9950000047683716,0.8520198801767636,0.9959999918937683,1.6059179927921639,0.9950000047683716
127,,,1.9610411808212858,0.9990000128746033,3.6632117005471194,1.0,,,,,,,2.5798162754597587,1.0,2.2856321764510734,1.0,1.4318232629224006,1.0,1.7001054828092352,1.0,3.0184416309592437,0.9990000128746033,1.7120406982730956,1.0,3.159876695382863,0.9929999709129333,4.62066904894416,0.9950000047683716,6.346639916995918,0.9940000176429749
128,,,4.698928548004956,0.9980000257492065,2.178320010815188,0.9990000128746033,,,,,,,,,,,,,1.4228801438734284,1.0,3.391403377427067,0.9990000128746033,1.4204257673110536,1.0,0.4046155202400784,0.9900000095367432,4.997197454904764,0.9940000176429749,4.717735506320116,0.9929999709129333
129,,,1.0653146007083154,0.9990000128746033,4.26553818368816,0.9950000047683716,0.7005673805427627,0.9990000128746033,,,,,1.2404628738750594,1.0,1.9676707457026066,0.9990000128746033,0.514439571266108,1.0,1.5332076445701848,0.9929999709129333,1.8057281565707362,0.9980000257492065,1.6858779647412647,1.0,3.0848516637122607,0.9929999709129333,2.835519718804542,0.9929999709129333,1.4594123300429014,0.9950000047683716
130,,,2.304870361968371,0.9990000128746033,2.840255804740242,0.9950000047683716,5.623521771484601,0.9959999918937683,,,,,1.433067271855976,0.9950000047683716,3.151740297821363,0.9829999804496765,2.257877508223183,0.9309999942779541,3.082952337412431,0.9679999947547913,5.384135568439225,0.9490000009536743,5.389714244012993,0.9549999833106995,3.365302439385348,0.6330000162124634,5.288257289355271,0.5509999990463257,1.9666085072690864,0.5490000247955322
131,,,2.42898741238975,0.9990000128746033,0.8245078599421994,0.9959999918937683,4.749279346566659,0.9980000257492065,2.6628345691963995,0.9929999709129333,1.7752920324926271,0.9929999709129333,3.335686485738549,0.9860000014305115,8.504400143744002,0.40700000524520874,7.613617675590145,0.9409999847412109,4.773567272078915,0.9860000014305115,4.476367065387519,0.6940000057220459,1.392454372231137,0.8479999899864197,4.452894031738129,0.8339999914169312,,,,
132,,,0.057038266186313344,0.9980000257492065,3.2944375545538156,0.9919999837875366,5.904927003797867,0.996999979019165,1.69616942725629,0.9950000047683716,2.838791886096073,0.9990000128746033,1.7400196858385748,0.9990000128746033,4.324326689162809,0.8289999961853027,1.9601290058371577,0.9850000143051147,1.3743882977861648,0.9990000128746033,4.158451996497899,0.7009999752044678,1.4627459742646174,0.8989999890327454,6.406637712866985,0.7400000095367432,,,,
133,,,3.4252470618292308,0.9980000257492065,,,5.938304275280894,0.996999979019165,,,,,2.819734619302789,1.0,6.569173494923613,0.9980000257492065,0.6027063190245027,0.9990000128746033,6.269819734775396,0.9879999756813049,5.200111094347447,0.996999979019165,0.8464028902506433,1.0,1.1788824141099936,0.8130000233650208,1.172040492840734,0.9290000200271606,4.469802002006059,0.906000018119812
134,,,5.303288022710478,0.9980000257492065,2.716301173137988,0.9919999837875366,7.140336167402529,0.9940000176429749,,,,,3.0886586516679944,0.9990000128746033,0.9868024834035122,0.9940000176429749,0.052570995952367694,0.9980000257492065,0.6071563416039807,0.9929999709129333,0.8943654036378124,0.9980000257492065,2.8929210982558677,1.0,1.217789035976005,0.9470000267028809,1.452224071712053,0.9810000061988831,4.701256440499446,0.9559999704360962
135,,,1.8957682378660072,0.9980000257492065,0.39773653078871773,0.9940000176429749,8.240014879969658,0.9959999918937683,,,,,0.8595441787439564,0.9990000128746033,1.3200255102134237,0.9950000047683716,4.870292567085657,0.9990000128746033,6.955925784187975,0.9959999918937683,0.7778275116733958,0.9869999885559082,2.1972339659054865,1.0,3.632295329043592,0.9660000205039978,5.4534222470396,0.9929999709129333,1.728289945674448,0.984000027179718
136,,,1.4825207207830435,0.9980000257492065,1.2669636520747465,0.9900000095367432,5.994944166383323,0.9950000047683716,,,,,1.9879685539422458,0.9990000128746033,0.729626141615647,0.996999979019165,2.643482640390121,1.0,3.0667930767223686,0.9959999918937683,8.631277634551196,0.9879999756813049,4.481587596502113,1.0,0.9256209489528,0.9610000252723694,3.1887313604376057,0.9919999837875366,2.883452696916823,0.972000002861023
137,,,4.4078950202156655,0.9980000257492065,2.5441933697020045,0.9900000095367432,4.719462279543913,0.9950000047683716,,,,,2.0996757332509257,0.9990000128746033,1.4390507187426886,0.9950000047683716,0.7364221884619153,0.9990000128746033,2.3388514915198964,0.9940000176429749,4.7215025580733005,0.9929999709129333,1.0958197385806239,1.0,3.9423125480134193,0.9670000076293945,3.792829525840395,0.9869999885559082,3.2985189577821505,0.9739999771118164
138,,,1.4821270652623184,0.9980000257492065,3.5058380161194433,0.9929999709129333,4.521099483197428,0.9980000257492065,,,,,3.1531158492741627,1.0,3.5247971322623872,0.9990000128746033,2.1682399894000084,1.0,2.835029978592897,0.9860000014305115,1.0666738947320757,0.996999979019165,0.7984936417605004,1.0,3.2300131504565575,0.9860000014305115,1.2144813635574245,0.9940000176429749,1.3492018435988082,0.9909999966621399
139,,,1.612607884234201,0.9980000257492065,1.9360968573880393,0.9980000257492065,3.7771093875111936,0.9980000257492065,,,,,2.116431675521851,1.0,0.4638291362970064,0.9990000128746033,0.7183445064824368,1.0,3.567030050819162,0.9660000205039978,5.768465723963507,0.9890000224113464,3.1495641884716807,1.0,4.872832995915338,0.9860000014305115,2.5127899295826683,0.9929999709129333,3.5003997912703437,0.9909999966621399
140,,,1.0752785318956464,0.9950000047683716,4.662593980085949,0.9909999966621399,5.230034629418484,0.9980000257492065,,,,,3.407843943896542,1.0,0.9785578129825778,1.0,1.6374288469017553,1.0,,,3.975471203082306,0.972000002861023,2.4921210616005727,1.0,2.591689682451482,0.9890000224113464,3.1842218521903676,0.9950000047683716,1.3258935532988207,0.9860000014305115
141,,,5.155067229026788,0.9900000095367432,4.319497379310175,0.9950000047683716,7.3991204980244545,0.9940000176429749,,,,,2.7271491175735414,1.0,2.523800394781767,1.0,2.5417121658602584,0.9990000128746033,2.50007682296454,0.9539999961853027,2.9217068748111026,0.9950000047683716,1.8328707713710992,1.0,3.73953316274526,0.9879999756813049,4.222304541893526,0.9959999918937683,2.1182933097338803,0.9919999837875366
142,,,6.14510734485868,0.9940000176429749,1.2859336820845932,0.9990000128746033,4.9559985040806245,0.9959999918937683,,,,,2.513069302195193,1.0,5.9164245302702545,1.0,2.679803578162042,0.9990000128746033,1.0027953021398335,0.9990000128746033,3.7001085394700772,0.9950000047683716,4.853272361595418,0.9959999918937683,3.580231987254857,0.9919999837875366,1.30403789817164,0.9980000257492065,2.7826018443903293,0.9929999709129333
143,,,5.4153017294882835,0.9950000047683716,2.7571425991949683,0.9990000128746033,7.592285792173588,0.9959999918937683,,,,,1.4139138563133746,1.0,4.195114188762456,0.9990000128746033,2.0388026897982723,1.0,1.2799423972953385,0.9990000128746033,3.8183142910084005,0.9959999918937683,2.8337800246758724,0.984000027179718,2.8289209551542815,0.9929999709129333,1.3384234622696973,0.9990000128746033,1.9546963527362373,0.9990000128746033
144,,,3.4930036002875546,0.9940000176429749,1.6170800201688778,0.9980000257492065,4.886789320683401,0.9959999918937683,,,,,2.940284309263951,1.0,5.207433103723848,1.0,2.5690453844317998,1.0,0.9642187499203716,0.9940000176429749,1.9334379632121341,0.996999979019165,2.545077062569586,0.9900000095367432,4.286383407550955,0.9959999918937683,1.6455027535267017,1.0,4.305326490316197,1.0
145,,,3.648317243926348,0.996999979019165,3.729797521388382,0.9990000128746033,7.478442027983296,0.996999979019165,,,,,2.1060915782522485,1.0,2.86044505030648,1.0,2.102701699664344,1.0,1.8442400446963414,0.996999979019165,3.185840603322094,0.9769999980926514,1.8339926476726356,0.9890000224113464,0.4178444394972017,0.9829999804496765,4.375273940906133,0.9879999756813049,2.454040282284415,0.9990000128746033
146,,,2.025530287307911,0.9990000128746033,3.75281084620637,1.0,4.647483090236067,1.0,,,,,3.8416184061853405,1.0,4.054045562181967,1.0,5.274035397283399,0.9980000257492065,4.962360965515926,0.9980000257492065,1.9404713513181577,0.9950000047683716,1.3458410772337424,0.9990000128746033,5.152750481311677,0.9940000176429749,1.3806929484043737,0.9929999709129333,0.26775444788007274,0.9890000224113464
147,2.135379735449805,1.0,0.4838618614648356,1.0,4.120030118152748,1.0,,,,,,,2.7459342107754297,1.0,2.7439567501557076,0.9990000128746033,1.3036649775916918,1.0,1.384419635259517,0.9990000128746033,1.006456560812937,0.9959999918937683,3.9031379517899745,1.0,1.7051180117260294,0.9929999709129333,6.032597239705261,0.9890000224113464,4.095517716279675,0.9919999837875366
148,,,1.515043667701434,1.0,1.191408591457567,1.0,,,,,,,1.9085709890341505,1.0,3.928080498291775,1.0,1.6778961091518048,1.0,2.662259474821192,1.0,2.6161262771658316,1.0,1.8106577458074666,1.0,0.34756086173054396,0.9900000095367432,2.2358701881724263,0.9959999918937683,4.026059322918844,0.9869999885559082
149,,,2.33393861070961,1.0,4.202791965804396,1.0,,,,,,,4.958868427529091,1.0,2.8081534134500914,1.0,2.0048393346717908,1.0,0.08830580594878323,1.0,2.511828450136279,1.0,1.5078866990659736,1.0,2.7607748415404103,0.9919999837875366,1.9435767725168287,0.9959999918937683,2.605655174128924,0.9789999723434448
150,,,0.19569799708766752,1.0,1.769816510120924,1.0,,,,,,,2.971695607383467,1.0,,,,,2.6844121169789448,1.0,0.8188911333758175,0.9990000128746033,0.9219145153506715,1.0,2.1674887253607125,0.9909999966621399,4.4672833121811815,0.9950000047683716,1.5107588038781503,0.9810000061988831
151,1.359771261442574,1.0,1.6800357500800713,0.9980000257492065,2.7314962136153973,0.9990000128746033,,,,,,,2.013548423418021,1.0,,,,,2.9979030527841317,1.0,3.254797763593407,0.9990000128746033,0.7414938049870299,1.0,2.203904865370135,0.9909999966621399,1.9607408085603586,0.9940000176429749,6.328363848892689,0.9819999933242798
152,3.2603404731206695,1.0,2.0350133969657405,0.996999979019165,3.3937939933662578,0.9990000128746033,,,,,,,,,,,,,1.4706297306868217,1.0,3.241380483095605,0.9990000128746033,3.06621409079547,1.0,1.0847220599147873,0.9869999885559082,3.6139432277670673,0.9909999966621399,2.620360002812449,0.9829999804496765
153,1.018009109508195,1.0,2.5119962515901553,0.9990000128746033,0.8154745140497324,1.0,,,,,,,1.864706500234958,1.0,1.160158429523192,0.9980000257492065,,,1.2488352926477282,1.0,0.6898918736386371,1.0,1.7494544889459205,1.0,3.6389789594467126,0.9869999885559082,2.2906271974119674,0.9900000095367432,5.736975226228898,0.9819999933242798
154,1.1893038137920848,1.0,2.287231232223072,0.9990000128746033,2.4807868745458133,1.0,,,,,,,,,,,,,2.827224184051521,1.0,2.989347783823802,1.0,2.6805243410984763,1.0,1.0996091406263215,0.9940000176429749,4.4986566901539335,0.9879999756813049,3.4577631053149207,0.9789999723434448
155,,,3.701409862411816,0.9990000128746033,0.416028283065953,1.0,2.9387155634196804,1.0,,,,,3.2504012191137925,0.9990000128746033,2.2804647988357543,0.9990000128746033,0.7260058247144882,1.0,2.7236293033974714,0.9760000109672546,4.2473914129623065,0.9990000128746033,1.326513095884936,1.0,2.0292990210905217,0.9919999837875366,2.1099156779369594,0.9789999723434448,0.9276977761452713,0.9850000143051147
156,,,0.40943440529635433,0.9990000128746033,1.0261979832649448,1.0,1.0341810803234435,1.0,,,,,3.3592310506870104,0.9990000128746033,0.8546741512091998,1.0,0.5202971111741609,1.0,3.138459785503927,0.9980000257492065,2.6601804759908116,1.0,2.236490005479959,1.0,5.156467156138597,0.9929999709129333,4.194768645985412,0.9879999756813049,3.9717001395248293,0.9779999852180481
157,,,2.6563019514452386,1.0,3.453141804598887,1.0,2.1699238876786775,1.0,3.5158939747230553,0.9919999837875366,2.144115937832287,0.9940000176429749,0.6566963670061574,0.9990000128746033,4.091551818901012,0.8759999871253967,6.14196983079784,0.9890000224113464,2.0382328682642723,1.0,4.623985598576189,0.4129999876022339,3.716910924927094,0.5120000243186951,5.834255791892459,0.8330000042915344,,,,
158,,,1.3537761277241265,1.0,2.735314384493765,1.0,1.1216113287473044,1.0,2.771797808650713,0.9959999918937683,1.1575030848227181,0.9980000257492065,5.092866211274134,0.9990000128746033,5.91455202810319,0.1459999978542328,3.332851166911364,0.9919999837875366,2.1987131244004665,1.0,3.1336240936182422,0.4350000023841858,3.12137882253237,0.27900001406669617,6.5300996127787085,0.8230000138282776,,,,
159,,,0.7807079567854704,1.0,0.7174397362559323,1.0,2.392231384009139,1.0,,,,,3.63905853715259,0.9990000128746033,2.773802723275184,0.996999979019165,2.1304860253859172,0.9980000257492065,2.8625009782230144,0.9860000014305115,4.6643173083656455,1.0,0.7289514811414005,1.0,1.4462500956959035,0.9409999847412109,3.0750239790126073,0.9620000123977661,6.117784263434649,0.6700000166893005
160,,,1.056675133671792,1.0,1.2970678195186953,1.0,0.9485809561344467,1.0,,,,,4.068935232767636,0.9990000128746033,0.5822015227327623,0.9980000257492065,1.709510884879989,0.9980000257492065,3.683533294485992,0.9760000109672546,5.684415564826221,0.9990000128746033,2.382537590352185,1.0,5.862221768414279,0.9580000042915344,3.225622063115058,0.9430000185966492,2.5725850113449416,0.7089999914169312
161,,,2.4070233879857454,1.0,2.310513499793027,1.0,1.5368111266664273,1.0,,,,,3.644808182026717,0.9990000128746033,3.105105686622769,0.9980000257492065,3.265980866547855,0.9990000128746033,4.284305348700513,0.9789999723434448,1.5506906133336635,1.0,0.7982868677861749,1.0,1.6831890019333835,0.9509999752044678,4.712318550549796,0.9729999899864197,3.548256286910055,0.8420000076293945
162,,,2.462655908446186,1.0,2.821872368081011,1.0,1.732593425158857,1.0,,,,,2.7494217673226253,1.0,3.472253004269315,0.9980000257492065,1.253948239199444,0.9990000128746033,2.0800954787010326,0.9909999966621399,4.487206039798213,0.9990000128746033,2.101305017863787,1.0,8.244990519529146,0.9629999995231628,8.45588427153232,0.9760000109672546,1.5087234171222446,0.8370000123977661
163,,,1.4470083348375875,1.0,1.4746688822055964,1.0,1.8370508424374128,1.0,,,,,1.142302883965907,0.9990000128746033,2.560241408426278,0.9950000047683716,1.9958177141344402,0.996999979019165,2.1604711146203925,0.996999979019165,4.234761180487402,0.9959999918937683,1.2356951438771862,0.9990000128746033,2.5662266328682755,0.972000002861023,2.160304240646486,0.9850000143051147,5.459026231705062,0.9570000171661377
164,,,0.3620545698725765,0.9990000128746033,3.842179633088001,1.0,4.900009522667875,1.0,,,,,3.0724862315525088,0.9990000128746033,2.6880125441347325,0.9990000128746033,1.7135724405883654,0.9959999918937683,0.7056110084614595,0.9990000128746033,2.4519493211488825,0.949999988079071,1.212183200215234,0.8999999761581421,2.9679644678733705,0.9940000176429749,0.8140949383192757,0.9940000176429749,3.088006243277852,0.9869999885559082
165,,,3.6333429423673675,0.9980000257492065,2.9097175378844025,1.0,2.9626140098395615,0.9980000257492065,,,,,2.5085816325285335,1.0,5.448839878965053,0.9980000257492065,2.8080674400992787,0.996999979019165,0.45985821869835436,1.0,2.557572294335147,0.9660000205039978,1.7033938996812583,0.9639999866485596,1.9258090682467404,0.9990000128746033,1.323279825093374,0.9990000128746033,2.85834230334461,1.0
166,0.3360246848848053,1.0,4.81237676221253,0.9980000257492065,2.0683422120284103,1.0,,,,,,,3.400502168112212,1.0,1.1485225595639692,0.9990000128746033,2.1357749842819436,0.9980000257492065,1.0113001048383252,1.0,2.27484305958384,0.9769999980926514,2.4876617899301743,0.9860000014305115,1.114305049485171,0.9990000128746033,2.199584849048825,0.9990000128746033,,
167,,,6.139436764693477,0.9980000257492065,1.619389782764319,1.0,4.073200331826132,0.9980000257492065,,,,,1.848369875025239,1.0,1.1531825033267755,0.9980000257492065,4.241222630552631,0.996999979019165,2.4259628576240138,1.0,1.7400998847611882,0.9900000095367432,9.38939138258539,0.9940000176429749,1.6380397598862104,0.9980000257492065,4.064840436097206,1.0,,
168,,,6.55480510967439,0.9980000257492065,4.008442833843312,1.0,2.8968006124885712,0.9980000257492065,,,,,1.129011751839167,1.0,2.326068235900922,0.9980000257492065,3.9996374075893324,0.9980000257492065,3.039140954156782,1.0,2.7703276925664824,0.9959999918937683,5.236417979823796,0.9909999966621399,6.499412133255212,0.9990000128746033,2.5250514584005277,1.0,0.8005778291060663,0.9990000128746033
169,,,3.6923882853595074,0.9990000128746033,3.6621289193000126,1.0,5.566684800747623,0.9980000257492065,,,,,0.3333411530824536,1.0,3.298000897605882,0.9980000257492065,1.2290260773685346,0.996999979019165,3.957225712864515,1.0,6.565570849933278,0.9879999756813049,2.2228365115100233,0.9919999837875366,3.586366114530226,0.996999979019165,2.6315495833659686,0.9990000128746033,,
170,,,1.727487049825972,0.9980000257492065,1.4867839566141112,1.0,4.429287496673843,0.996999979019165,,,,,2.2995814110437824,1.0,3.2768633609231563,0.9980000257492065,1.7595184726862154,0.9990000128746033,1.7906997516525949,1.0,3.3955176751188083,0.9950000047683716,5.412554465650473,0.9829999804496765,0.5941389751426706,0.9990000128746033,2.1831595798256593,0.9990000128746033,1.0393782855991318,1.0
171,,,2.623607140834068,0.9980000257492065,3.2372807946395175,1.0,4.162268648124317,1.0,,,,,1.080643406389933,1.0,3.7380583927636044,0.9980000257492065,2.687208711853268,0.9990000128746033,1.6124489436575373,1.0,4.872377666860878,0.9940000176429749,2.478613192898668,0.9850000143051147,3.2147034915835575,0.9990000128746033,0.9302405740499099,1.0,1.5368620454241855,1.0
172,,,6.828302963450684,0.9980000257492065,2.96282743371989,1.0,7.029564481218583,0.996999979019165,,,,,1.922932177955684,1.0,5.476960226548203,0.996999979019165,3.976008301600155,0.9990000128746033,2.152420446055806,1.0,5.153800824954621,0.9779999852180481,1.9499134273152718,0.9850000143051147,1.6330122143108352,0.996999979019165,0.5782050062662838,1.0,2.807247547289064,1.0
173,1.8290111948465722,1.0,5.506673460503249,0.9980000257492065,0.9272991039732937,1.0,,,,,,,2.2804817337803405,1.0,1.4555203424769532,0.996999979019165,3.011996920785941,0.9990000128746033,5.094712493213822,1.0,6.24182193584003,0.9890000224113464,2.9812629196950375,0.9919999837875366,2.1071650779682614,0.9990000128746033,1.189351646271134,1.0,1.7085200837477579,1.0
174,4.719616137901387,1.0,3.257501673887164,0.9980000257492065,2.644128145135975,1.0,,,,,,,3.2444011589687167,1.0,2.9962819270338277,0.9980000257492065,5.630445963837949,0.9990000128746033,0.9619004635148173,1.0,1.5811497231759368,0.9940000176429749,1.966906538141506,0.9850000143051147,3.6222303549039556,0.9990000128746033,3.0980730836761468,0.9990000128746033,0.3537473390079449,1.0
175,,,4.1396554906688845,0.9980000257492065,2.7734086324963627,1.0,1.2871869631102884,1.0,,,,,2.455475955950149,1.0,2.4594675559613157,0.996999979019165,2.906658416445995,0.9990000128746033,3.3716807586892945,1.0,3.685693780454941,0.9869999885559082,5.905711420474477,0.9929999709129333,2.260978006353371,0.9940000176429749,1.9925612899122649,0.9990000128746033,2.372584452256144,0.9990000128746033
176,,,4.929289053335581,0.9980000257492065,2.1365789405676647,1.0,0.6061291173167903,1.0,,,,,0.8832946115355089,1.0,0.7805119246675364,0.9950000047683716,2.3032361518109887,0.9990000128746033,2.3422668610538366,1.0,4.147165137634169,0.9850000143051147,2.014736760811754,0.996999979019165,4.57475266472101,0.9959999918937683,0.9375627995859273,0.9990000128746033,3.238106227249241,1.0
177,,,3.8938525201109098,0.9990000128746033,0.48148462209756887,1.0,0.6032871679639398,1.0,,,,,2.2636128038272743,1.0,1.3210613416762849,0.996999979019165,4.234256589525973,0.9990000128746033,2.894696671541552,1.0,1.2920140733130205,0.9710000157356262,1.4888742032889455,0.9929999709129333,0.19970019062754796,0.9990000128746033,2.133624983833752,1.0,1.8868637784849902,1.0
178,,,2.201679135237878,0.9980000257492065,2.8331499300549767,1.0,1.444297660098232,1.0,,,,,0.7210261467625495,1.0,5.3569048442908205,0.996999979019165,2.9299982398346747,0.9990000128746033,0.83660493128786,1.0,5.833511045593413,0.9610000252723694,0.9990821677320704,0.9940000176429749,2.159278746146217,0.9959999918937683,3.951993459597589,1.0,2.1670537435542756,1.0
179,,,0.8623645764845356,0.9990000128746033,5.745525026538027,1.0,0.26868099327554873,1.0,,,,,3.769398419619134,1.0,2.897323436920234,0.9959999918937683,4.230255605297708,0.9990000128746033,4.025032048089991,1.0,10.487272200331741,0.9309999942779541,2.9385694756746363,0.9890000224113464,2.717150623397227,0.9980000257492065,1.2497814020698663,0.9990000128746033,1.5256698838019056,1.0
180,,,7.274284555060826,0.9990000128746033,3.030626026329257,1.0,2.3471082018923,1.0,,,,,1.8710956177507376,1.0,4.909728526115851,0.9990000128746033,2.254085161187204,0.9990000128746033,0.6890929353769407,1.0,5.013359725226865,0.9789999723434448,1.3643157526516387,0.9850000143051147,3.2727304915814233,0.9990000128746033,2.472025033195701,1.0,1.526182566362702,1.0
181,1.1564203533491244,1.0,5.4738755143944,0.9990000128746033,3.4126557868069485,1.0,,,,,,,3.4794778185727466,1.0,4.438170864214788,0.9990000128746033,2.5731587979716135,0.9990000128746033,1.6869145807400359,1.0,2.486702195691753,0.9919999837875366,2.6505308240626086,0.9869999885559082,3.4668203638223596,0.996999979019165,2.393931057555787,0.9990000128746033,,
182,,,5.386210052652614,0.9980000257492065,3.161212624952129,1.0,4.518917227654832,1.0,,,,,1.6867350736148756,1.0,3.278601050499764,0.9990000128746033,3.3727077503786322,0.9990000128746033,2.196915935321392,1.0,3.859405876851805,0.9900000095367432,2.0937941460845857,0.9850000143051147,2.1097116797053386,0.9990000128746033,2.4756600768435053,0.9990000128746033,1.795664890782858,1.0
183,,,4.224685912768134,0.9990000128746033,2.0505259663853934,1.0,1.4361992879363903,1.0,,,,,3.9524833222488467,1.0,2.7017140771024097,0.9990000128746033,2.0809472822329877,0.9990000128746033,3.154171242049088,1.0,4.386411552603613,0.9890000224113464,5.3305795766619,0.9860000014305115,2.3663309091100757,0.9990000128746033,1.6041987523607957,1.0,0.8133641558889163,1.0
184,,,2.4266401128096766,0.9990000128746033,2.090602088833668,1.0,1.9617030067541474,1.0,,,,,0.7399696639532573,1.0,3.1168890229003035,0.9990000128746033,2.2297993787630013,0.9990000128746033,4.097337010563579,1.0,1.4895809711977246,0.9980000257492065,1.0668316458995684,0.9900000095367432,3.324772759558799,0.9900000095367432,1.788124440785195,1.0,2.123337272937493,1.0
185,,,4.931546973969289,0.9990000128746033,5.180287112480967,1.0,2.9047789240793036,1.0,,,,,2.430119933641303,1.0,8.937364697009032,0.9990000128746033,1.5347059884822283,0.9990000128746033,0.6615025653895955,1.0,8.70965287174264,0.996999979019165,5.466735948875256,0.9909999966621399,5.097167971167726,0.9900000095367432,11.056945041341987,1.0,2.87163277136353,1.0
186,,,4.476842605433594,0.9980000257492065,4.034043325061123,1.0,1.6008759801673822,1.0,,,,,1.6621209166863748,1.0,1.8789329561464903,0.9980000257492065,3.0469823079819585,0.9990000128746033,2.454437355220001,1.0,3.3871458391508957,0.9959999918937683,4.531064820983229,0.9819999933242798,4.381686785550721,0.9959999918937683,3.993441298960156,0.996999979019165,3.67953215994327,1.0
187,,,4.216335706370408,0.9990000128746033,2.1778410325883746,1.0,0.834997059606264,1.0,,,,,3.3160118001005445,1.0,2.964481359484057,0.9990000128746033,3.8240183432308332,0.9990000128746033,2.3983990487534825,1.0,3.434729922722959,0.9909999966621399,5.060994853281896,0.984000027179718,0.8528974963080007,0.9929999709129333,0.4804047546576492,0.9990000128746033,2.198961079802915,1.0
188,,,1.912556589476233,0.9990000128746033,3.194863256371202,0.9990000128746033,2.9146941013016776,1.0,,,,,4.27555486932969,1.0,1.3889938014283436,0.9980000257492065,0.1752026116740912,0.9990000128746033,1.3606462244410513,1.0,7.543735532513131,0.9589999914169312,2.4564835114721366,0.9729999899864197,0.2914497835958468,0.9980000257492065,3.262693804688074,0.9990000128746033,3.970292395237286,1.0
189,,,4.356795744397167,0.9990000128746033,3.101138390762594,0.9990000128746033,1.4979220593045355,1.0,,,,,1.5282599590525099,1.0,5.897146690604452,0.9980000257492065,3.0112236416716454,0.9990000128746033,3.875652294032794,1.0,4.18275073839899,0.9679999947547913,6.188198810799712,0.9449999928474426,3.374330727487413,0.9980000257492065,2.3933692276661818,0.9990000128746033,1.3896845666767161,1.0
190,,,1.690293487338635,0.9990000128746033,1.2707817100239682,0.9990000128746033,3.583081447284241,1.0,,,,,4.351493616320041,1.0,4.859624804011175,0.9980000257492065,1.9688737711412583,0.9990000128746033,4.776618573163683,1.0,1.6622975216014224,0.9660000205039978,10.68212130988074,0.9760000109672546,4.825254719465523,0.996999979019165,7.519850953434848,0.9990000128746033,2.6057791689252774,1.0
191,,,5.258353395283975,0.9990000128746033,3.87998871736212,0.9990000128746033,1.4742121469477614,1.0,,,,,0.9422298831028386,1.0,1.6817120282619966,0.9980000257492065,3.645845681966625,0.9980000257492065,1.6510575563368304,1.0,3.564534351520768,0.9580000042915344,3.2364137780594215,0.9750000238418579,1.6287810418366766,0.9990000128746033,4.405583739589632,0.9980000257492065,4.7500232422132775,1.0
192,,,0.2829344379024132,0.9990000128746033,1.6352841977223622,0.9990000128746033,2.9859232949661667,1.0,,,,,1.6836600826458916,1.0,5.814354986284434,0.9990000128746033,4.96262048507581,0.9990000128746033,,,4.949762864203228,0.9940000176429749,3.39736793842698,0.9829999804496765,5.46832143526057,0.9980000257492065,11.237513610330835,0.9959999918937683,,
193,,,0.7069407153947886,0.9990000128746033,3.326306157087657,1.0,2.852867204889241,1.0,,,,,1.8691513135499656,1.0,1.4556667963340653,0.9990000128746033,1.2531969507267822,0.9980000257492065,1.110257389650108,1.0,1.6206083086052823,0.9940000176429749,2.308519007739759,0.9610000252723694,1.2720669927846555,0.9890000224113464,2.1936472299133682,0.9990000128746033,,
