scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
19,2.9774860859182226,1.0,,,,,,,,,,,1.1262668719618014,1.0,4.730307911452495,1.0,4.676115618963462,1.0,2.982569800889702,1.0,3.3038716331643743,1.0,6.460378648046891,1.0,3.804756300389684,0.9990000128746033,2.130596959166676,1.0,0.5227333020473971,1.0
20,2.483848566493233,1.0,3.151322435423678,1.0,,,,,,,,,3.3143682121390357,1.0,3.105586887141254,1.0,1.1256606525697122,1.0,3.0428876280248054,1.0,1.912815608508478,1.0,4.31108609607461,1.0,3.4660868852414253,0.9990000128746033,2.891632853696743,1.0,0.7298574761097706,1.0
21,2.0173487988333023,1.0,0.37158219896124717,1.0,1.6544851958409978,1.0,,,,,,,1.8733030702874909,1.0,4.3149488077567675,1.0,5.39515844371632,1.0,2.377408606400454,1.0,5.903322756336869,1.0,4.35261227535469,1.0,1.9662638040334424,0.9990000128746033,2.715860658107588,1.0,1.9154676916405027,1.0
22,2.635258459794116,1.0,0.5851773152223657,1.0,2.1821047020433646,1.0,,,,,,,0.7338800252974628,1.0,0.8909546753707447,1.0,1.526426111485253,1.0,1.2157042735182082,1.0,4.357554341865391,1.0,2.6381906618965014,1.0,4.288739919514433,0.9990000128746033,5.2881785844540845,1.0,2.444601119070104,1.0
23,4.3408275463683035,1.0,2.7601993583921476,1.0,3.8236931535583025,1.0,,,,,,,4.153577304337948,1.0,3.4417984383040428,1.0,2.0052953186522213,1.0,3.8584417986996367,1.0,2.5886598948416992,1.0,1.8375554039326876,1.0,7.195551932899975,0.9990000128746033,0.23080683465996857,1.0,1.0190781301910037,1.0
24,3.7552379089133905,1.0,3.142624180242015,1.0,4.441540093722783,1.0,,,,,,,2.4982665899403522,1.0,3.0068168278469085,1.0,2.052654010020238,1.0,1.295148509734124,1.0,2.0325215989066905,1.0,0.8051340255355495,1.0,4.915967757278809,0.9990000128746033,2.332659440862962,1.0,0.9351045656683151,1.0
25,5.97396012211982,1.0,,,,,,,,,,,1.7774727854137837,1.0,4.133839922927836,1.0,4.884889279100956,1.0,4.064237080323565,1.0,3.0732727445154775,1.0,4.832981086633267,1.0,0.47022441441402646,0.9980000257492065,1.9388631629324113,1.0,2.8016762003568405,1.0
26,4.1520094477738265,1.0,,,,,,,,,,,1.3385135488193134,1.0,2.8376205204149354,1.0,1.5019016320827676,1.0,4.224983184058284,1.0,4.857809281700686,1.0,3.5587035674755843,1.0,2.3110732660173356,0.9990000128746033,3.7496260444200313,1.0,2.5433909308113867,1.0
27,3.8635932716963404,1.0,,,,,,,,,,,1.7167728092963044,1.0,4.686161621669614,1.0,2.3044194035017167,1.0,6.265765818027542,1.0,1.0585798849950279,1.0,5.5145766819665,1.0,5.675853078546016,0.9990000128746033,4.283013695181751,1.0,1.262966917614773,1.0
28,0.36778151998936354,1.0,4.431087829856124,1.0,5.92178992347106,1.0,,,,,,,0.7270417324619649,1.0,3.0459624409360435,1.0,2.101770801211376,1.0,3.7464752148322527,1.0,3.366482959926567,1.0,4.848922279438741,1.0,1.2354317259808738,0.9990000128746033,2.8130799397542945,1.0,0.9043574713601962,1.0
29,0.3627991228724275,1.0,5.9299113494787985,1.0,4.110000733089556,1.0,,,,,,,1.2878174025357396,1.0,3.7884027060338217,1.0,4.179312570102769,1.0,2.2543507159072464,1.0,1.9614023693141192,1.0,0.5376721594738263,1.0,2.3795286436062892,0.9990000128746033,2.164270627611962,1.0,0.6816964268642675,1.0
30,3.850899073292335,1.0,2.2656482821909805,1.0,4.5800897682924,1.0,,,,,,,4.556508148201913,1.0,2.923126597213162,1.0,1.3835336788191086,1.0,6.0969557376376615,1.0,4.1166601930991,1.0,2.5319877840942007,1.0,3.3543909282400564,0.9980000257492065,2.086978686062826,1.0,0.8205624580220658,1.0
31,2.614025274022547,1.0,2.2606965298944908,1.0,4.612923936786593,1.0,,,,,,,3.696484573786278,1.0,1.7636755810042415,1.0,2.574066154269364,1.0,5.102995443601868,1.0,4.753564019955905,1.0,5.469762417780262,1.0,2.1427939418992548,0.9990000128746033,3.4004334328707873,1.0,1.3542452972824184,1.0
32,3.9775715046148705,1.0,0.8288551024268742,1.0,4.050050316710166,1.0,,,,,,,2.5044159619456186,1.0,1.4816997544023636,1.0,1.0527783467674445,1.0,4.450634263734351,1.0,4.307166385770645,1.0,3.8643648123506047,1.0,5.302926791504317,0.9990000128746033,2.1247307993272555,1.0,0.852153857216276,1.0
33,4.049041543486104,1.0,2.027272232001304,1.0,5.08650784887278,1.0,,,,,,,3.336928400642601,1.0,0.8103893721326493,1.0,1.485895826502205,1.0,3.045464982478208,1.0,5.896153349935306,1.0,2.159336512041694,1.0,4.457709717476729,0.9990000128746033,2.414512662203849,1.0,2.0783452377390685,1.0
34,4.945806113169861,1.0,1.523614078192597,1.0,4.628462271554775,1.0,,,,,,,2.55503301421606,1.0,3.1057272325215854,1.0,0.9313653447567488,1.0,2.6810145091087128,1.0,4.533985188075481,1.0,5.8392471420543055,1.0,1.6459853087726448,0.9990000128746033,1.738140465331016,1.0,1.9053182608484238,1.0
35,2.7578690320814996,1.0,2.8767505473053663,1.0,5.710985572630497,1.0,,,,,,,2.501116179041431,1.0,0.3396055428823457,1.0,8.601741512655185,1.0,1.5009005818070074,1.0,1.3890903340493108,1.0,8.406957853674392,1.0,5.714828185590571,0.9990000128746033,3.4972873421984576,1.0,1.4991272910616664,1.0
36,4.707255888526043,1.0,1.1118025949237587,1.0,6.018269678129701,1.0,,,,,,,6.866152792176346,1.0,1.0339782849621575,1.0,1.284472055338596,1.0,2.7793625127933628,1.0,6.284206268846346,1.0,4.260150851423582,1.0,3.490131249139157,0.9980000257492065,1.9972246666590736,1.0,0.39399312589163543,1.0
37,2.389513900942512,1.0,0.8773626687510917,1.0,4.516993105658908,1.0,,,,,,,6.992877996532334,1.0,2.5814235334523863,1.0,1.0719167150002344,1.0,4.425648562548969,1.0,4.863325749000358,1.0,4.930811613292862,1.0,3.5232406900553617,0.9990000128746033,3.1344111052323096,1.0,1.0911746960139816,1.0
38,5.371284797655022,1.0,0.7580803144950135,1.0,5.238112100982784,1.0,,,,,,,6.533215124100336,1.0,2.2069831837715923,1.0,2.144785712050879,1.0,1.693174531018828,1.0,4.6336936745400354,1.0,5.452658396880519,1.0,4.432348286359829,0.9990000128746033,1.800094400812702,1.0,1.1840561490227035,1.0
39,5.644514933234717,1.0,2.3110530671244014,1.0,3.9764193135859407,1.0,,,,,,,5.49442775983376,1.0,1.080355855222592,1.0,0.5669845278012657,1.0,3.882842846773279,1.0,5.226622059262758,1.0,4.402842877968965,1.0,3.3530016067026844,0.9990000128746033,1.10494880451775,1.0,1.0470035958348387,1.0
40,4.893698604666584,1.0,0.2999055811875231,1.0,3.6580546479492484,1.0,,,,,,,3.911377781521992,1.0,1.7345567012520466,1.0,1.3574362664374244,1.0,4.503466294260871,1.0,5.075445513108373,1.0,2.718054562355256,1.0,2.3347613547205337,0.9990000128746033,2.530725216891551,1.0,0.998863051066655,1.0
41,4.576161042677289,1.0,1.772070584362882,1.0,6.2295214767541225,1.0,,,,,,,2.338554005400591,1.0,1.7739041864714011,1.0,2.177022534459488,1.0,3.308558948190613,1.0,2.625062816766368,1.0,2.0655234810927015,1.0,2.434647717968164,0.9990000128746033,3.145303689454037,1.0,0.9743270525250771,1.0
42,5.080954395083667,1.0,0.5809843571669661,1.0,4.278666369071796,1.0,,,,,,,2.0500126324547203,1.0,0.32136249859328386,1.0,1.8697602670528115,1.0,2.103689523708475,1.0,5.626468095595316,1.0,4.98687659110688,1.0,4.694360472188537,0.9980000257492065,2.572373249233461,1.0,2.795122762436666,1.0
43,3.3457849992389064,1.0,0.8133861796420125,1.0,5.4756222081925685,1.0,,,,,,,1.0299908780514442,1.0,0.42869888929215255,1.0,2.048873292102045,1.0,5.057388001980414,1.0,2.1318069932643056,1.0,6.131976238917741,1.0,4.150756986161625,0.9980000257492065,2.920417767363587,1.0,4.240633740369558,1.0
44,4.002174310599013,1.0,1.7522417035675513,1.0,5.648910997772516,1.0,,,,,,,3.64760159652414,1.0,1.3446263758967814,1.0,2.867985376347446,1.0,6.01485761359505,1.0,3.7215229356001123,1.0,0.9789897746330619,1.0,6.245411714837021,0.9980000257492065,1.3758322015781366,1.0,2.0058856888247285,1.0
45,5.1731472325969605,1.0,1.3093037058120987,1.0,3.0714249977957695,1.0,,,,,,,0.5964445868320767,1.0,1.9987182072492413,1.0,1.924956955368001,1.0,5.127759664446041,1.0,5.466597112111738,1.0,0.885667829398198,1.0,2.494233264949467,0.996999979019165,4.654149634015426,1.0,0.7275062723170831,1.0
46,3.1165926633125562,1.0,1.8373711795169052,1.0,4.279646324028333,1.0,,,,,,,0.5190353498877813,1.0,0.9196751031550703,1.0,1.3511970545667675,1.0,5.800249839209202,1.0,4.06059187134408,1.0,2.6065417296622826,1.0,3.979284941755158,0.9980000257492065,1.8991026409211602,1.0,1.7129266746575758,1.0
47,4.2607745811765545,1.0,2.0845653735483527,1.0,6.24679634763572,1.0,,,,,,,5.540410064146338,1.0,1.0763711377339216,1.0,3.652200958594168,1.0,1.4219463301068154,1.0,4.22749804986441,1.0,4.520549512135624,1.0,3.692218784191134,0.9990000128746033,2.6320625082487665,1.0,2.4852655082968935,1.0
48,3.6462550334357196,1.0,2.147091460453005,1.0,5.619721171007242,1.0,,,,,,,5.083245446729563,1.0,1.549502961989561,1.0,3.569974780590074,1.0,5.206777573955305,1.0,2.3066838938878202,1.0,7.185420591679726,1.0,3.165802138156401,0.9990000128746033,2.253263669242105,1.0,2.0912239852278045,1.0
49,4.592338878051503,1.0,2.5143345130645187,1.0,4.013998497721185,1.0,,,,,,,4.690146181857278,1.0,2.0358200336892955,1.0,4.343364941267434,1.0,4.907314843307023,1.0,1.7830073229974779,1.0,2.813100372807638,1.0,2.370503690383456,0.9990000128746033,1.2473994374458726,1.0,3.8570265876824683,1.0
50,2.9672955044313984,1.0,2.7498669008031764,1.0,4.531477244244437,1.0,,,,,,,4.220533032624326,1.0,2.6125833027427174,1.0,4.609651857558039,1.0,4.528664830437302,1.0,4.3719632923881475,1.0,1.9728220011472706,1.0,3.6040092134157606,0.9990000128746033,3.608291987285983,1.0,1.3795989456393416,1.0
51,4.697186714324035,1.0,3.4139713750424114,1.0,4.844314135697767,1.0,,,,,,,3.711313593294794,1.0,4.2187495038236875,1.0,4.148296846910138,1.0,3.468971065197481,1.0,4.718439151240617,1.0,6.180267934516844,1.0,3.722451815735642,0.9990000128746033,3.1179248411064506,1.0,1.1893098806633182,1.0
52,4.058987686800861,1.0,1.9168450719069108,1.0,3.45645602863927,1.0,,,,,,,3.688678279844392,1.0,4.52202317191392,1.0,3.9854414672249847,1.0,2.316385711515418,1.0,2.8652072499690022,1.0,2.0547934924151017,1.0,2.506294071247558,0.9990000128746033,2.5742588426478594,1.0,0.6548120393523783,1.0
53,3.5363003010276697,1.0,0.5195172940678322,1.0,5.884717548358078,1.0,,,,,,,4.050592952020719,1.0,2.2152646380683936,1.0,4.503111675367701,1.0,1.2022110919725346,1.0,3.832291710051793,1.0,5.829419271411164,1.0,2.4265738887889645,0.9990000128746033,3.1851020590805756,1.0,0.44764301260414535,1.0
54,3.8830553184595047,1.0,1.1566282092557731,1.0,2.7588911026784566,1.0,,,,,,,4.808226414008128,1.0,2.7221683784738664,1.0,0.8205555318900941,1.0,4.327559517670174,1.0,3.721696596995451,1.0,5.669812383043915,1.0,3.9254936035769203,0.9990000128746033,2.671802763209751,1.0,1.2319676683593168,1.0
55,5.005801425807517,1.0,1.2787886411836857,1.0,5.243997647672844,1.0,,,,,,,,,0.45576577582849925,1.0,2.1226761149676774,1.0,2.8764007632144293,1.0,6.107042532385025,1.0,6.148364779676619,1.0,2.9888188043501067,0.9990000128746033,1.9105373356990905,1.0,0.3719426253017222,1.0
56,5.507306725466002,1.0,0.5298636206304949,1.0,4.708522316148201,1.0,,,,,,,,,1.7086449752022277,1.0,2.6410703245294243,1.0,4.794886325452767,1.0,5.623111383450273,1.0,1.263912059912427,1.0,6.727238512987309,0.9980000257492065,3.10115665831486,1.0,3.8039704190243526,1.0
57,4.11737050454097,1.0,0.9858846838588184,1.0,5.8797399202898015,1.0,,,,,,,2.6959393566002583,1.0,2.9145072391580795,1.0,3.642174707731849,1.0,6.114114020063,1.0,4.724494508037354,1.0,4.9833875635342215,1.0,2.9658004592342055,0.9990000128746033,1.7953665075664966,1.0,1.2617133981687096,1.0
58,5.401214285119411,1.0,3.4694874779791443,1.0,4.14554811837049,1.0,,,,,,,3.211998381880697,1.0,1.6053628522345957,1.0,5.252725453404508,1.0,7.28183655900914,1.0,8.71095674222677,1.0,2.418791904725679,1.0,1.4684535800121874,0.9990000128746033,6.3453275682393775,1.0,5.444460957675817,1.0
59,3.9621675797588702,1.0,1.7359092519169599,1.0,4.982777130856619,1.0,,,,,,,4.634484144580923,1.0,2.7022468451525494,1.0,2.829640866213838,1.0,3.4296893205011862,1.0,2.2720679755752493,1.0,5.851159470393183,1.0,2.5135488339338257,0.9990000128746033,2.53646146216888,1.0,1.2896443210202813,1.0
