scorer,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,middle,middle,middle,tail,tail,tail,head,head,head,middle,middle,middle,tail,tail,tail,cup_h,cup_h,cup_h,cup_m,cup_m,cup_m,cup_t,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_m,pitcher_t,pitcher_t,pitcher_t,tap_h,tap_h,tap_h,tap_m,tap_m,tap_m,tap_t,tap_t,tap_t
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
136,,,,,,,,,,1446.625,445.895,1.0,1444.81,488.455,1.0,1442.318,525.442,1.0,1373.929,648.701,1.0,1369.762,692.017,1.0,1363.91,731.789,1.0,510.237,428.772,0.9940000176429749,580.395,550.53,0.9580000042915344,635.928,669.046,0.9900000095367432,458.204,181.347,0.9929999709129333,461.931,247.923,0.9990000128746033,443.061,336.251,0.9980000257492065
137,,,,,,,,,,1456.238,453.327,1.0,1451.529,504.717,1.0,1453.812,543.665,1.0,1373.929,648.643,0.9990000128746033,1369.686,692.017,1.0,1363.844,731.789,1.0,510.887,428.772,0.9900000095367432,580.395,550.53,0.968999981880188,636.116,669.001,0.9929999709129333,458.212,181.347,0.9929999709129333,461.931,247.923,0.9980000257492065,443.034,336.185,0.996999979019165
138,,,,,,,,,,1461.908,459.357,1.0,1459.033,506.066,1.0,1456.97,544.504,1.0,1373.929,648.652,1.0,1369.492,692.017,1.0,1363.844,731.789,1.0,510.887,428.772,0.9950000047683716,580.395,550.53,0.968999981880188,636.373,668.841,0.9860000014305115,458.282,181.347,0.9940000176429749,461.557,248.323,0.9980000257492065,443.025,336.206,0.996999979019165
139,,,,,,,,,,1461.908,464.906,1.0,1459.033,511.065,1.0,1457.114,545.362,1.0,1373.992,648.701,1.0,1369.492,691.986,1.0,1363.772,731.669,1.0,510.887,428.793,0.9919999837875366,580.413,553.517,0.9660000205039978,636.373,668.841,0.9810000061988831,458.282,181.347,0.9909999966621399,461.515,248.323,0.9980000257492065,443.034,336.185,0.9980000257492065
140,,,,,,,,,,1461.908,464.906,1.0,1459.685,513.821,1.0,1458.765,547.945,1.0,1374.106,648.907,1.0,1369.391,691.826,1.0,1363.714,731.649,1.0,510.887,428.793,0.9950000047683716,580.413,553.733,0.9760000109672546,636.439,668.812,0.968999981880188,458.282,181.39,0.9940000176429749,461.388,248.323,0.996999979019165,443.061,336.148,0.996999979019165
141,,,,,,,,,,1454.4,468.908,1.0,1459.033,514.151,1.0,1464.213,554.085,1.0,1374.106,648.652,1.0,1369.354,691.303,1.0,1363.714,731.649,1.0,507.956,429.895,0.9940000176429749,580.241,553.733,0.9800000190734863,636.492,668.753,0.9850000143051147,458.315,181.39,0.9929999709129333,461.123,248.323,0.9980000257492065,443.068,336.148,0.996999979019165
142,,,,,,,,,,1454.344,468.908,1.0,1458.941,517.079,1.0,1470.504,562.242,1.0,1374.373,648.652,1.0,1369.354,691.826,1.0,1363.714,731.633,1.0,507.302,429.897,0.9900000095367432,580.241,553.733,0.9729999899864197,636.492,668.753,0.9850000143051147,458.411,181.28,0.9940000176429749,461.123,248.16,0.9980000257492065,443.175,336.206,0.996999979019165
143,,,,,,,,,,1443.862,476.181,1.0,1457.93,526.352,1.0,1473.784,568.677,1.0,1374.666,648.801,0.9990000128746033,1369.391,691.826,1.0,1363.922,731.378,1.0,507.302,430.625,0.9850000143051147,580.241,553.706,0.9710000157356262,636.439,668.812,0.9819999933242798,458.565,181.28,0.9929999709129333,461.252,248.16,0.9980000257492065,443.182,336.173,0.996999979019165
144,,,,,,,,,,1439.291,476.181,1.0,1456.685,527.448,1.0,1474.463,568.677,1.0,1374.794,648.801,1.0,1370.223,693.041,1.0,1363.954,731.327,1.0,507.525,430.625,0.9909999966621399,580.241,553.62,0.9539999961853027,635.991,668.846,0.9750000238418579,458.592,181.28,0.9929999709129333,461.123,248.16,0.9980000257492065,443.187,336.173,0.9959999918937683
145,,,,,,,,,,1438.936,476.181,1.0,1456.685,527.498,1.0,1474.491,568.688,1.0,1374.794,648.554,1.0,1370.341,693.178,1.0,1364.441,731.327,1.0,507.525,430.636,0.9919999837875366,579.378,549.874,0.9490000009536743,635.918,668.869,0.9769999980926514,458.599,181.28,0.9940000176429749,461.099,248.16,0.9980000257492065,443.182,336.173,0.996999979019165
146,,,,,,,,,,1438.905,475.116,1.0,1457.291,527.498,1.0,1474.491,568.688,1.0,1374.794,648.554,1.0,1370.341,693.178,1.0,1364.472,731.327,1.0,507.739,430.636,0.9919999837875366,579.378,549.874,0.9509999752044678,635.817,668.869,0.9769999980926514,458.599,181.28,0.9940000176429749,460.974,248.16,0.9980000257492065,443.182,336.173,0.996999979019165
147,,,,,,,,,,1438.905,474.939,1.0,1457.291,527.498,1.0,1474.601,568.688,1.0,1374.022,648.554,1.0,1370.397,693.826,1.0,1364.715,731.755,1.0,507.788,430.701,0.9919999837875366,580.252,553.62,0.9509999752044678,635.663,668.846,0.9810000061988831,458.565,181.221,0.9929999709129333,460.974,248.343,0.9980000257492065,443.371,336.173,0.996999979019165
148,,,,,,,,,,1438.936,474.627,1.0,1458.007,527.498,1.0,1475.049,568.668,1.0,1374.022,648.482,0.9990000128746033,1370.341,693.178,1.0,1364.715,731.755,1.0,508.679,430.636,0.9629999995231628,580.252,549.874,0.968999981880188,635.349,668.706,0.9739999771118164,458.068,181.221,0.9940000176429749,460.872,248.946,0.996999979019165,443.416,336.142,0.996999979019165
149,,,,,,,,,,1438.616,474.102,1.0,1458.007,527.28,1.0,1475.258,568.688,1.0,1374.022,648.482,1.0,1370.323,693.178,1.0,1364.715,731.755,1.0,508.679,430.701,0.9430000185966492,580.32,549.874,0.9639999866485596,635.182,668.693,0.9819999933242798,458.052,181.221,0.9950000047683716,460.851,248.986,0.996999979019165,443.409,336.142,0.9980000257492065
150,,,,,,,,,,1438.616,473.475,1.0,1458.007,527.238,1.0,1475.258,568.668,1.0,1374.478,648.482,1.0,1370.323,692.951,1.0,1364.815,731.755,1.0,508.821,430.701,0.9810000061988831,580.69,553.636,0.9620000123977661,635.182,668.674,0.9869999885559082,458.024,181.221,0.9940000176429749,460.744,249.111,0.996999979019165,443.48,336.132,0.9980000257492065
151,,,,,,,,,,1438.616,473.237,1.0,1458.001,527.179,1.0,1475.497,568.648,1.0,1374.557,648.87,1.0,1370.454,693.266,1.0,1364.461,731.613,1.0,509.048,430.351,0.9559999704360962,589.571,553.868,0.9800000190734863,635.182,668.674,0.9900000095367432,458.024,181.263,0.9929999709129333,460.682,249.22,0.996999979019165,443.546,336.11,0.9980000257492065
152,,,,,,,,,,1438.616,473.475,1.0,1457.523,527.179,1.0,1475.497,568.641,1.0,1374.707,648.87,1.0,1370.454,693.266,1.0,1364.461,731.613,1.0,509.048,430.134,0.9909999966621399,589.65,553.868,0.9800000190734863,635.375,668.674,0.9829999804496765,457.961,181.263,0.9940000176429749,460.744,249.22,0.996999979019165,443.546,336.11,0.996999979019165
153,,,,,,,,,,1437.875,473.475,1.0,1457.458,527.179,1.0,1475.497,568.529,1.0,1374.821,648.87,1.0,1370.719,693.595,1.0,1364.558,731.724,1.0,509.369,430.106,0.9900000095367432,589.65,554.018,0.9769999980926514,635.406,668.605,0.9869999885559082,457.961,181.466,0.9940000176429749,460.631,249.226,0.996999979019165,443.474,336.048,0.996999979019165
154,,,,,,,,,,1437.852,473.237,1.0,1456.941,527.147,1.0,1475.497,568.427,1.0,1374.821,648.199,1.0,1370.788,693.723,1.0,1364.667,731.746,1.0,509.369,430.106,0.9869999885559082,589.65,553.974,0.9670000076293945,635.445,668.571,0.9850000143051147,458.134,181.466,0.9950000047683716,460.358,249.226,0.9940000176429749,443.474,336.048,0.9980000257492065
155,,,,,,,,,,1437.852,473.285,1.0,1456.941,527.147,1.0,1475.497,568.355,1.0,1374.821,648.189,1.0,1370.719,693.723,1.0,1364.558,731.746,1.0,509.369,430.134,0.9879999756813049,589.24,553.974,0.9589999914169312,635.844,668.605,0.9909999966621399,458.409,181.466,0.9950000047683716,460.358,248.794,0.996999979019165,443.349,336.048,0.996999979019165
156,,,,,,,,,,1437.797,473.506,1.0,1456.214,526.678,1.0,1474.62,568.231,1.0,1374.799,648.189,1.0,1370.788,693.822,1.0,1364.667,731.97,1.0,509.631,430.15,0.984000027179718,589.24,554.018,0.9739999771118164,635.844,668.571,0.9900000095367432,458.453,181.699,0.9950000047683716,460.392,248.626,0.996999979019165,443.338,336.048,0.996999979019165
157,,,,,,,,,,1437.582,473.285,1.0,1455.647,525.411,1.0,1473.97,567.919,1.0,1374.617,648.138,0.9990000128746033,1370.719,693.928,1.0,1364.558,731.97,1.0,510.187,430.295,0.9900000095367432,589.24,554.464,0.9860000014305115,635.627,668.571,0.9900000095367432,458.453,181.699,0.9929999709129333,460.392,248.626,0.996999979019165,443.338,335.926,0.996999979019165
158,,,,,,,,,,1434.637,472.775,1.0,1452.423,524.713,1.0,1471.185,567.449,1.0,1374.617,648.189,0.9990000128746033,1370.197,693.822,1.0,1364.717,732.392,1.0,510.436,430.295,0.9819999933242798,582.341,554.464,0.9810000061988831,635.976,668.606,0.9860000014305115,458.453,181.644,0.9940000176429749,460.982,248.626,0.9980000257492065,443.345,335.806,0.996999979019165
159,,,,,,,,,,1410.596,464.05,1.0,1437.374,519.358,1.0,1458.321,550.155,1.0,1374.689,648.233,0.9990000128746033,1370.197,693.792,1.0,1364.222,731.97,1.0,510.829,430.15,0.9819999933242798,589.386,554.464,0.9850000143051147,636.221,669.017,0.9890000224113464,458.357,181.644,0.9940000176429749,460.982,248.626,0.9980000257492065,443.349,335.787,0.996999979019165
160,,,,,,,,,,1382.193,458.449,1.0,1415.764,510.121,1.0,1444.201,544.601,1.0,1374.689,648.623,0.9990000128746033,1370.197,693.792,1.0,1364.923,731.924,1.0,511.799,428.888,0.9869999885559082,589.386,554.21,0.984000027179718,636.221,669.017,0.9810000061988831,458.286,181.506,0.9950000047683716,460.982,248.629,0.9980000257492065,443.552,335.787,0.996999979019165
161,,,,,,,,,,1358.189,448.977,1.0,1380.989,503.082,1.0,1415.528,536.119,0.9990000128746033,1374.689,648.233,0.9990000128746033,1370.197,693.792,1.0,1364.693,731.924,1.0,511.799,428.888,0.9929999709129333,582.341,553.741,0.9860000014305115,636.095,669.019,0.9890000224113464,457.954,181.32,0.9950000047683716,461.077,248.629,0.996999979019165,443.552,335.787,0.996999979019165
162,,,,,,,,,,1320.575,442.397,1.0,1343.245,493.08,1.0,1348.42,523.746,0.9990000128746033,1374.689,648.233,1.0,1370.197,693.68,1.0,1364.693,732.513,1.0,511.799,428.888,0.9879999756813049,581.042,550.399,0.968999981880188,636.095,669.017,0.9710000157356262,457.9,181.268,0.9950000047683716,461.004,248.633,0.996999979019165,443.552,335.92,0.996999979019165
163,,,,,,,,,,1276.947,431.253,1.0,1297.05,483.251,1.0,1301.727,519.115,1.0,1375.429,648.175,0.9990000128746033,1370.775,692.361,1.0,1364.693,732.212,1.0,509.397,431.148,0.9819999933242798,580.003,550.055,0.9629999995231628,636.019,669.172,0.9810000061988831,457.818,181.268,0.9950000047683716,460.616,248.633,0.9919999837875366,443.536,335.972,0.996999979019165
164,,,,,,,,,,1232.42,422.81,1.0,1245.32,476.478,1.0,1251.259,514.328,1.0,1375.429,648.175,1.0,1370.818,692.361,1.0,1364.751,732.439,1.0,508.786,431.148,0.9959999918937683,579.531,548.25,0.9860000014305115,635.973,669.286,0.984000027179718,457.74,181.197,0.9950000047683716,461.004,248.633,0.996999979019165,443.484,336.195,0.996999979019165
165,,,,,,,,,,1195.269,416.015,1.0,1199.168,468.693,1.0,1203.744,504.767,1.0,1375.612,648.102,1.0,1371.007,693.389,1.0,1364.751,732.573,1.0,507.406,431.239,0.9919999837875366,574.378,547.113,0.9589999914169312,635.573,669.478,0.9940000176429749,457.74,181.18,0.9950000047683716,461.069,248.583,0.9959999918937683,443.446,336.195,0.996999979019165
166,,,,,,,,,,1151.887,411.974,1.0,1162.509,462.674,1.0,1162.271,500.167,1.0,1375.744,647.998,1.0,1371.111,691.461,1.0,1364.751,732.494,1.0,507.406,431.955,0.9819999933242798,574.198,547.113,0.9779999852180481,635.573,669.478,0.9909999966621399,457.74,181.18,0.9950000047683716,461.069,248.583,0.996999979019165,443.395,336.195,0.996999979019165
167,,,,,,,,,,1120.805,407.292,1.0,1122.046,457.279,1.0,1125.983,492.917,1.0,1375.744,647.998,1.0,1371.173,691.888,1.0,1364.751,732.494,1.0,508.786,431.955,0.9829999804496765,574.014,547.023,0.9900000095367432,635.19,669.478,0.9940000176429749,457.566,181.036,0.9950000047683716,461.46,248.289,0.9929999709129333,443.166,336.085,0.996999979019165
168,,,,,,,,,,1091.979,398.154,1.0,1096.902,445.595,1.0,1096.207,486.417,1.0,1375.612,647.501,1.0,1371.111,691.888,1.0,1364.722,732.611,1.0,509.397,431.735,0.9919999837875366,574.014,547.113,0.9850000143051147,635.278,669.193,0.9879999756813049,457.478,181.036,0.9940000176429749,461.46,248.289,0.996999979019165,443.072,335.635,0.9959999918937683
169,,,,,,,,,,1067.652,394.172,1.0,1070.066,444.895,1.0,1073.393,485.577,1.0,1375.264,647.501,1.0,1371.173,690.99,1.0,1364.553,732.611,1.0,509.817,431.735,0.9890000224113464,573.619,547.189,0.9890000224113464,635.278,669.092,0.9959999918937683,457.478,181.133,0.9950000047683716,461.46,248.289,0.996999979019165,442.542,335.635,0.9959999918937683
170,,,,,,,,,,1047.291,392.387,1.0,1051.446,442.799,1.0,1052.126,483.223,1.0,1374.622,647.338,1.0,1371.173,690.99,1.0,1364.423,732.611,1.0,516.728,429.879,0.9980000257492065,572.993,547.363,0.9869999885559082,635.278,669.092,0.9940000176429749,457.478,181.133,0.9929999709129333,461.245,248.289,0.996999979019165,442.542,335.71,0.996999979019165
171,,,,,,,,,,1035.179,390.793,1.0,1037.8,441.51,1.0,1040.527,482.588,1.0,1374.569,647.338,1.0,1370.847,690.99,1.0,1364.149,732.675,1.0,516.728,429.183,0.9990000128746033,572.739,547.363,0.9670000076293945,635.942,669.092,0.9940000176429749,457.864,181.561,0.9919999837875366,461.189,248.27,0.996999979019165,442.487,335.71,0.996999979019165
172,,,,,,,,,,1027.012,390.509,1.0,1026.151,441.51,1.0,1032.807,481.159,1.0,1374.569,646.927,1.0,1370.847,690.298,1.0,1364.149,732.675,1.0,516.728,429.156,0.9990000128746033,572.739,548.742,0.9490000009536743,635.976,669.279,0.9919999837875366,458.417,182.02,0.9919999837875366,461.189,248.27,0.996999979019165,442.487,335.751,0.996999979019165
173,,,,,,,,,,1023.876,390.087,1.0,1025.203,441.51,1.0,1028.962,481.079,1.0,1374.11,645.959,1.0,1371.195,690.298,1.0,1364.149,732.41,1.0,517.005,429.156,0.9990000128746033,572.739,548.742,0.9570000171661377,636.018,669.285,0.9890000224113464,458.765,182.02,0.9950000047683716,461.245,248.17,0.996999979019165,442.547,335.864,0.996999979019165
174,,,,,,,,,,1021.357,390.087,1.0,1024.922,441.51,1.0,1028.722,481.056,1.0,1374.11,645.959,1.0,1370.723,690.201,1.0,1364.121,732.528,1.0,515.255,429.156,0.9980000257492065,572.739,548.742,0.949999988079071,635.976,669.412,0.9909999966621399,458.765,182.074,0.9950000047683716,461.189,248.085,0.9980000257492065,442.547,335.864,0.9959999918937683
175,,,,,,,,,,1019.655,390.087,1.0,1023.345,441.51,1.0,1028.722,481.056,1.0,1374.364,646.927,1.0,1371.256,690.201,1.0,1364.011,732.41,1.0,515.255,429.156,0.9980000257492065,572.739,548.483,0.9649999737739563,635.976,669.412,0.9909999966621399,458.765,182.126,0.9950000047683716,461.189,248.06,0.9980000257492065,442.684,335.864,0.9959999918937683
176,,,,,,,,,,1018.594,392.432,1.0,1023.222,440.896,1.0,1028.962,481.056,1.0,1374.364,646.927,1.0,1371.256,689.591,1.0,1364.231,732.348,1.0,517.199,428.974,0.9940000176429749,571.789,548.483,0.953000009059906,635.719,669.412,0.9900000095367432,458.485,182.126,0.9950000047683716,461.098,248.038,0.9980000257492065,442.728,335.864,0.9959999918937683
177,,,,,,,,,,1015.873,392.788,1.0,1022.892,440.419,1.0,1032.359,479.373,1.0,1374.364,647.22,1.0,1371.256,690.201,1.0,1364.231,732.334,1.0,517.77,428.957,0.996999979019165,571.789,548.483,0.925000011920929,635.719,669.477,0.9909999966621399,458.294,181.873,0.9950000047683716,461.036,247.825,0.996999979019165,442.728,335.756,0.9959999918937683
178,,,,,,,,,,1015.332,392.96,1.0,1023.222,440.896,1.0,1033.499,478.166,1.0,1375.194,647.25,1.0,1371.256,690.212,1.0,1364.396,732.196,1.0,517.77,428.957,0.9980000257492065,571.789,549.014,0.8980000019073486,635.717,669.554,0.9909999966621399,458.204,181.979,0.9940000176429749,461.036,247.528,0.9980000257492065,442.666,335.756,0.996999979019165
179,,,,,,,,,,1015.332,392.788,1.0,1022.892,440.861,1.0,1033.499,478.123,1.0,1375.194,647.25,1.0,1371.301,690.212,1.0,1364.885,732.196,1.0,517.77,428.957,0.9959999918937683,573.501,549.768,0.9390000104904175,635.717,669.774,0.9900000095367432,458.132,181.768,0.9940000176429749,461.098,247.339,0.996999979019165,442.666,335.756,0.9959999918937683
180,,,,,,,,,,1015.332,392.96,1.0,1022.849,440.861,1.0,1033.499,478.099,1.0,1375.194,646.363,1.0,1371.498,689.591,1.0,1365.748,732.307,1.0,513.479,428.957,0.9980000257492065,573.601,551.404,0.9869999885559082,634.573,669.774,0.9879999756813049,458.132,181.768,0.9940000176429749,461.21,247.031,0.9980000257492065,442.492,335.897,0.996999979019165
181,,,,,,,,,,1015.897,393.37,1.0,1022.892,441.08,1.0,1032.743,478.099,1.0,1375.228,647.25,1.0,1371.754,690.069,1.0,1365.999,732.307,1.0,513.263,428.957,0.9990000128746033,573.601,551.51,0.9509999752044678,634.573,669.838,0.9879999756813049,458.102,181.831,0.9950000047683716,462.054,245.702,0.9980000257492065,442.311,335.955,0.996999979019165
182,,,,,,,,,,1015.897,393.825,1.0,1023.098,441.247,1.0,1031.57,478.099,1.0,1375.228,646.454,0.9990000128746033,1371.498,689.302,1.0,1365.999,732.307,1.0,512.699,429.075,0.996999979019165,573.601,551.51,0.9580000042915344,634.319,669.952,0.9890000224113464,458.102,181.831,0.9940000176429749,462.054,245.241,0.9980000257492065,442.22,336.334,0.996999979019165
183,,,,,,,,,,1015.897,394.133,1.0,1023.098,441.247,1.0,1031.516,478.204,1.0,1375.247,646.454,1.0,1371.498,688.917,1.0,1365.999,732.311,1.0,512.092,428.73,0.9959999918937683,573.601,551.699,0.968999981880188,634.573,669.952,0.9890000224113464,458.102,181.831,0.9909999966621399,462.054,245.241,0.9980000257492065,442.077,336.371,0.996999979019165
184,,,,,,,,,,1015.454,394.903,1.0,1023.098,441.247,1.0,1031.397,478.28,1.0,1375.679,646.667,1.0,1371.106,688.841,1.0,1365.038,732.311,1.0,512.05,429.075,0.9980000257492065,573.945,553.35,0.9649999737739563,634.319,669.993,0.9850000143051147,458.205,181.873,0.9929999709129333,461.958,245.241,0.9980000257492065,442.077,336.411,0.996999979019165
185,,,,,,,,,,1015.006,394.942,1.0,1023.098,441.397,1.0,1030.809,478.311,1.0,1375.875,647.606,1.0,1371.106,688.841,1.0,1365.038,732.269,1.0,512.05,428.73,0.9959999918937683,573.945,553.406,0.9739999771118164,634.319,669.994,0.9919999837875366,458.205,181.873,0.9919999837875366,461.516,245.944,0.9980000257492065,442.179,336.474,0.996999979019165
186,,,,,,,,,,1015.006,395.061,1.0,1022.918,441.463,1.0,1030.921,478.311,1.0,1375.875,647.606,1.0,1371.106,688.841,1.0,1364.71,732.311,1.0,511.98,428.73,0.9959999918937683,573.945,553.548,0.968999981880188,634.319,669.994,0.9760000109672546,458.227,182.131,0.9919999837875366,461.516,245.965,0.9980000257492065,442.066,336.596,0.996999979019165
187,,,,,,,,,,1015.454,395.061,1.0,1022.918,441.54,1.0,1030.921,478.28,1.0,1375.679,647.606,1.0,1371.106,689.905,1.0,1364.61,732.311,1.0,511.617,428.614,0.9959999918937683,573.703,553.406,0.9819999933242798,634.922,669.86,0.9829999804496765,458.302,182.143,0.9929999709129333,461.413,246.197,0.9980000257492065,442.027,336.596,0.9980000257492065
188,,,,,,,,,,1015.006,395.061,1.0,1022.918,441.54,1.0,1030.921,478.221,1.0,1375.277,647.615,1.0,1371.147,690.165,1.0,1364.61,732.36,1.0,511.614,428.614,0.9959999918937683,573.529,553.575,0.9710000157356262,634.894,669.938,0.9860000014305115,458.205,182.286,0.9919999837875366,461.206,246.306,0.9980000257492065,442.179,336.515,0.996999979019165
189,,,,,,,,,,1015.688,394.03,1.0,1022.957,441.54,1.0,1031.774,478.155,1.0,1375.038,647.615,1.0,1371.226,690.165,1.0,1364.44,732.43,1.0,511.614,428.614,0.9940000176429749,573.503,553.575,0.9639999866485596,635.072,669.86,0.9879999756813049,458.277,182.363,0.9929999709129333,461.206,246.54,0.9980000257492065,442.253,336.48,0.996999979019165
190,,,,,,,,,,1015.688,393.97,1.0,1023.36,441.301,1.0,1031.774,478.126,1.0,1375.033,647.085,1.0,1371.226,690.124,1.0,1364.44,732.43,1.0,510.077,429.641,0.9919999837875366,573.325,553.441,0.9610000252723694,635.134,669.794,0.9879999756813049,458.302,182.363,0.9929999709129333,461.19,246.862,0.9980000257492065,442.253,336.48,0.996999979019165
191,,,,,,,,,,1015.484,393.631,1.0,1023.573,440.554,1.0,1031.774,478.076,1.0,1374.924,646.949,1.0,1371.147,690.124,1.0,1364.416,732.63,1.0,509.047,430.422,0.9959999918937683,573.32,553.398,0.9620000123977661,635.221,669.771,0.9919999837875366,458.287,182.363,0.9929999709129333,461.19,246.862,0.9980000257492065,442.272,336.452,0.9959999918937683
192,,,,,,,,,,1015.35,393.72,1.0,1023.609,440.539,1.0,1031.544,477.885,1.0,1374.924,647.022,1.0,1371.147,689.867,1.0,1364.397,732.585,1.0,508.956,430.438,0.9959999918937683,573.092,551.123,0.9819999933242798,635.529,669.582,0.9940000176429749,458.287,182.269,0.9940000176429749,461.158,246.958,0.9980000257492065,442.272,336.452,0.996999979019165
193,,,,,,,,,,1015.35,393.72,1.0,1023.777,440.468,1.0,1031.544,477.885,1.0,1374.924,647.022,1.0,1371.226,689.469,1.0,1364.397,732.585,1.0,508.753,430.568,0.996999979019165,573.092,551.123,0.9739999771118164,635.569,669.516,0.9940000176429749,458.583,182.26,0.9909999966621399,461.19,246.958,0.9980000257492065,442.272,336.32,0.996999979019165
194,,,,,,,,,,1015.35,393.72,1.0,1023.777,440.404,1.0,1031.544,477.812,1.0,1374.924,647.022,1.0,1371.373,689.459,1.0,1364.789,732.63,1.0,508.743,430.568,0.996999979019165,572.707,551.013,0.9670000076293945,635.722,669.516,0.9940000176429749,458.583,182.256,0.9929999709129333,461.19,247.189,0.996999979019165,442.184,336.264,0.9959999918937683
195,,,,,,,,,,1015.35,393.72,1.0,1023.777,440.186,1.0,1031.781,477.754,1.0,1375.085,647.022,1.0,1371.039,689.459,1.0,1364.484,732.63,1.0,508.743,430.422,0.9940000176429749,572.453,551.123,0.9620000123977661,635.569,669.519,0.9919999837875366,458.498,182.26,0.9919999837875366,461.027,247.407,0.9959999918937683,442.184,335.815,0.9959999918937683
196,,,,,,,,,,1015.144,393.72,1.0,1023.997,440.186,1.0,1031.781,477.754,1.0,1375.164,647.404,1.0,1371.039,689.469,1.0,1364.484,732.671,1.0,508.564,430.544,0.996999979019165,572.408,551.123,0.9449999928474426,635.722,669.519,0.9940000176429749,458.498,182.26,0.9929999709129333,461.027,247.407,0.996999979019165,442.184,335.815,0.9959999918937683
197,,,,,,,,,,1015.144,393.665,1.0,1023.776,440.186,1.0,1031.801,477.752,1.0,1375.164,647.617,1.0,1371.225,689.921,1.0,1364.484,732.695,1.0,508.743,430.509,0.996999979019165,572.265,551.011,0.9470000267028809,635.758,669.536,0.9929999709129333,458.498,182.438,0.9919999837875366,461.234,247.189,0.996999979019165,442.202,335.644,0.996999979019165
198,,,,,,,,,,1015.473,393.659,1.0,1023.776,440.525,1.0,1031.781,477.752,1.0,1375.922,648.361,1.0,1371.077,690.489,1.0,1364.13,732.671,1.0,508.564,430.334,0.9959999918937683,572.265,550.941,0.9539999961853027,635.758,669.558,0.9940000176429749,458.498,182.438,0.9900000095367432,461.051,247.189,0.9980000257492065,442.268,335.815,0.996999979019165
199,,,,,,,,,,1015.506,393.659,1.0,1024.03,440.596,1.0,1031.801,477.752,1.0,1375.922,648.361,1.0,1371.077,690.489,1.0,1364.13,732.548,1.0,510.226,430.334,0.9919999837875366,572.265,550.705,0.972000002861023,635.758,669.611,0.9929999709129333,458.668,182.438,0.9900000095367432,461.096,247.029,0.996999979019165,442.278,335.89,0.996999979019165
